id,product_id,competitor_name,competitor_price,scraped_at
dc6b0781-b68a-4e0d-9895-783fa0342869,71b098f3-af00-4b5f-a71c-2fd61c801948,Reliance Digital,2928.91,2021-10-29T05:44:27.000000
5592e309-b303-469d-935e-29983af287c6,ad1f41c0-f53c-435d-b404-a2fe4e233ed0,Meesho,2938.42,2023-01-24T23:02:16.000000
3d91bdfb-580b-4ec2-b4a7-9b5147afa126,c5778789-2512-4d5c-9ae6-07dc86466c46,Flipkart,993.3,2024-11-27T22:31:16.000000
f4975edc-2711-44a2-8703-ac61be905636,76ca7c89-ae90-4b47-8f92-fe486f82a327,Tata CLiQ,4633.27,2023-09-30T08:53:39.000000
477b7d71-07e4-4b17-98a7-d0d67c99ceb1,8d550cce-b51d-4031-afbd-d2fb4583d117,Bookswagon,285.78,2026-08-08T17:02:58.000000
c6dce07e-c5dc-4bee-a427-a3ddd7b2f7b0,d857c8df-976f-45c3-9daf-4f5c7942eda9,Amazon India,2345.6,2024-11-08T20:18:24.000000
6ec33cd0-3131-455f-b8cd-62ecd7a012b9,cc432fbe-eb50-4757-a9df-a26235191136,Amazon India,3900.4,2022-07-17T03:20:55.000000
216df82b-ed35-42f0-a4e4-4448416be4c8,53d3606e-c05d-49ed-a4b3-b6a6b23b7626,Tata CLiQ,656.68,2024-03-08T11:26:23.000000
f6d63ad7-5cac-4437-b0a1-3c7049f89020,ee55fd12-d3b2-4eff-a2c4-f6758c750e96,Reliance Digital,1882.84,2022-06-29T23:25:30.000000
af8270a4-5960-4c0f-956f-b4748d35f7e2,5e9a4ed5-7cff-4ac0-bb88-a5a34193e174,Amazon India,81379.08,2024-02-13T18:54:35.000000
0e7cccb9-9485-408b-88db-074309bf98d4,663550d4-2ba3-48f6-9c16-bdf8a1489f11,Croma,9244.29,2022-01-20T05:43:51.000000
92893adc-aaac-458f-8d58-7723f6167d3c,b5fc15fb-f9b4-474b-8de2-4a402895a416,Meesho,1508.88,2023-03-29T20:45:08.000000
597e83a2-de27-450f-8f00-846b3df55899,d5fab55a-32c3-4b15-9246-be6bd694bea9,Flipkart,1744.97,2025-01-26T04:42:32.000000
64d4dda4-985e-495f-b3d5-e82d8797c1de,76f54a22-ebda-4d31-a61e-b298d7613933,Nykaa,423.6,2021-10-21T00:51:32.000000
1927b983-667a-46ff-9fa8-3b915b6242b3,456fda85-334a-42f7-ba9a-f17c6d6c89a5,Tata CLiQ,2311.7,2024-08-02T00:57:49.000000
8a0731c4-09ac-4c42-8c59-0c0e46421192,7ff1dee9-fe1a-4ff6-a175-08dd9bf880ff,SapnaOnline,447.06,2025-06-19T21:18:29.000000
c221a878-9243-4da3-b58e-5900861029ed,815341bb-ad12-4286-b1f3-96a61032adde,Purplle,526.41,2026-08-21T03:09:15.000000
5b5f32ef-b966-4a3f-ad5c-954f84aca6f6,289fdadf-41b3-437c-a3ff-2f8c61037a5f,Myntra,1737.51,2025-05-18T10:35:45.000000
47666dd3-dd8f-4642-8d2e-9dd6030edbeb,58b3a365-5448-4866-8518-229ca065c645,Flipkart,1587.19,2025-05-19T15:33:25.000000
b3638eef-c9de-432e-9a1a-18c6f586a4d8,1ac45684-b9ac-4390-8ce2-3bb6f6ba4241,Reliance Digital,1942.73,2023-03-29T07:50:31.000000
e7d8996e-d676-4684-8a62-61186b8ca5e6,53d3606e-c05d-49ed-a4b3-b6a6b23b7626,Amazon India,601.36,2024-08-31T13:27:25.000000
5148bea7-670a-41fb-9c3d-902bd6cc49d7,56b68688-7060-4263-80fe-4d08b24eb5a4,SapnaOnline,1230.43,2026-06-02T15:50:44.000000
0116de77-05c7-47a4-8988-f5011df5d613,aeec4ca5-8c21-4f12-a213-231b6f054ee1,Croma,3078.78,2024-10-21T03:19:12.000000
5ce203ad-598b-4536-a99b-6b836991fd25,289fdadf-41b3-437c-a3ff-2f8c61037a5f,Meesho,1708.22,2022-03-31T20:18:01.000000
00539a3d-49dc-4226-9cca-52525cfa3003,65ff1688-5555-42b8-9bba-e9a844abd23b,Nykaa,539.39,2024-01-25T17:07:50.000000
f06d4260-8d36-44d0-973a-c0b7d31291d2,fb0282ab-6277-40a1-8a7f-ffa8fba55fa8,Purplle,391.25,2024-10-28T04:35:29.000000
cf68582f-0d47-43d9-a712-e698281acc98,bb25e039-8d91-43c9-bb65-ba840cda9540,Flipkart,4550.05,2025-07-11T18:32:11.000000
bcb65dfd-b75a-490e-9340-310b14580012,bf510978-425c-4e2f-b4ee-1a1e61011389,Tata CLiQ,22278.05,2023-07-27T20:14:56.000000
62c97d50-15b0-481e-a754-b296dfc32293,afa4434e-d6c3-48ad-aa7c-29b3973a5ed4,Nykaa,580.02,2022-06-30T23:42:30.000000
50ab2384-8320-4a40-9f30-1843a35da418,c6da35aa-c78c-4537-acad-206c8644931c,Reliance Digital,2492.87,2025-04-01T01:16:53.000000
c12c2954-c011-4e11-8930-4bb56fd70e61,8049d828-e9dd-49d0-8548-f988d0b04acf,Flipkart,481.27,2021-12-03T06:24:54.000000
157b16de-9b41-4b24-92d6-3c48e540c861,3db4228a-0c41-450b-90be-7957312ae6bf,Amazon India,457.79,2023-01-12T21:34:35.000000
92b88884-5e00-48d7-98e3-73a0f44d2c30,ce95e9fe-353b-4017-948a-2234e7504113,Reliance Digital,2724.65,2026-08-14T04:35:20.000000
e473e1ee-196c-47af-8961-ce1a9722843f,e618e7ca-1edb-4b79-beb2-f3b2e5dbce20,Ajio,2014.93,2022-08-17T11:58:42.000000
179c0b22-ac2e-4644-8b95-32225949d4c0,53a32163-a3b5-42ee-b269-7b574650ca63,Croma,23973.01,2021-10-06T10:39:05.000000
3e03ce90-695a-45a7-ae72-c8d49f1717a8,27d4e104-2491-4ce0-87f1-b9511ef3e173,Flipkart,7299.46,2025-06-12T14:45:17.000000
47030d1e-2dcc-49fc-9077-ccd843491c1f,6b21e6a5-1027-44b6-a1dd-b1ec49d31f35,Ajio,1314.22,2023-11-12T20:57:30.000000
80cf9024-da3e-48e2-a8bc-33bde0875ac9,d1854dc1-18c9-4830-bb40-67d4f703bed6,SapnaOnline,550.14,2022-08-03T00:46:40.000000
9e1ab3f6-ad2e-49d4-8ee1-a90b95c20134,d834722f-5722-4955-a97f-1171c3722322,Meesho,1399.12,2024-03-05T23:35:54.000000
fc9b7380-ce54-4cc1-bade-cd892958c7b6,1224dcb9-7363-43d1-a356-53ec4c76eeb2,Flipkart,2580.57,2025-01-02T12:58:57.000000
6da309ce-5dde-4b10-ad4b-67cf865f9b7c,3f85b8c0-67d5-41f5-8025-1da9083fabf8,Flipkart,549.25,2021-11-15T21:50:59.000000
652be519-9ca6-44cc-810c-f801797c5070,74b78229-10b6-451d-894d-b53b53a3ec65,Tata CLiQ,4823.54,2025-01-09T02:25:23.000000
999f7892-d2c4-45d3-b394-f5f5bdff8aed,5069592c-d13a-4031-b084-72f140033894,Tata CLiQ,687.8,2025-08-22T10:36:25.000000
81928a0b-92c4-4b41-9f63-26d00f6c3e6a,41c837ee-dfdb-4f7c-8658-c35524333e7b,Myntra,4878.97,2026-08-11T20:27:24.000000
88a4cfa7-7f09-4358-b8a0-4d0a44a5f575,38bdd613-ff74-437a-8169-13489851aa0f,Ajio,2911.8,2025-03-19T17:38:55.000000
5bc73552-a489-447d-9b1f-470d898f5072,d857c8df-976f-45c3-9daf-4f5c7942eda9,Reliance Digital,2479.6,2023-05-15T14:39:46.000000
d1657751-6890-4946-8650-a685965f9204,58b3a365-5448-4866-8518-229ca065c645,Tata CLiQ,1699.59,2025-03-03T00:51:07.000000
6d2810ce-835b-4128-a930-64e3ad9ed7e7,143f2090-d601-4e5c-b53e-d2197c595e6b,Flipkart,2157.73,2022-10-17T12:33:22.000000
a8e8477f-04b9-4dd0-b36b-94821b06b920,fad4b622-b1c4-43e0-b37f-df306fe138f4,Croma,58742.08,2023-03-04T04:10:21.000000
820fa6d5-4360-4789-b74c-0c84828f93c4,b19239d6-581c-4754-a1c7-b352bf882ec9,Tata CLiQ,4718.54,2022-12-23T10:57:10.000000
d65406d7-04e9-4571-bf55-0c67987d640c,ce95e9fe-353b-4017-948a-2234e7504113,Flipkart,2901.84,2022-09-04T16:58:05.000000
6640e3ae-3dbf-48b8-8b02-b6bf6ac63cf4,d27fd6cb-193a-4857-ab8a-0a5c5d944e4a,Nykaa,383.87,2023-01-10T10:06:26.000000
75b8aacc-bf00-47c0-ba91-7656496a4eb5,aeec4ca5-8c21-4f12-a213-231b6f054ee1,Tata CLiQ,2852.39,2022-09-21T20:35:18.000000
01c5bdec-2c66-421f-b309-422665b07667,8257129d-cb94-4214-8b35-0efb069fdbd8,Croma,4496.41,2024-08-28T08:52:47.000000
00526cab-75e2-4b44-8b83-97d12e08bb01,6f253484-7238-45f3-b14b-c027095242aa,Amazon India,389.3,2022-01-04T09:43:19.000000
514e5f60-7f4e-4e40-a36e-3bf4fa1d70bc,a7abd203-f53d-4fef-a1c4-509f69a45a54,Meesho,8623.14,2022-07-12T12:37:43.000000
46988c62-ed2e-4c53-98db-f9cd6748b145,52912f95-93b1-4b65-9497-ff495e9f9842,Nykaa,318.55,2024-07-13T09:43:36.000000
eb97aefc-fa09-47d6-a7de-ee79237045fb,eacc5804-f7b2-451c-8dd5-0a1d91a3d8c4,Flipkart,556.49,2023-05-08T03:51:37.000000
5664dd5f-67bd-471d-aa63-9c8b9d125ca4,1fa92a73-ee85-460f-99ab-6de0b6c17fcd,Tata CLiQ,585.11,2024-11-20T23:54:29.000000
798f4296-4464-4d47-be35-a7756482a2ac,9f306c3e-12a4-4590-9737-489d129bd6af,Amazon India,522.5,2022-10-14T16:17:26.000000
32f5f2e0-7d76-4e2d-8d9d-d34d16570905,9e3d628e-8cb7-4b84-b230-63b5fad0d309,Flipkart,1436.27,2026-03-30T13:22:09.000000
8907ae7a-8bc4-4381-aed6-fd63f263742d,acfbec42-da58-45ed-bff4-a08a169ad6fa,Reliance Digital,2645.01,2025-01-31T04:36:39.000000
effe56bb-2b89-4391-aa2e-7d38bebd9345,fbd78605-855c-400f-a106-2b08b71fd5e6,Flipkart,1033.47,2025-06-22T12:39:29.000000
2ceba2a5-21f8-4503-a6aa-49d966832461,6ab8bf38-5787-40c6-bdfe-75fd88e7ba1c,Meesho,947.39,2025-09-22T13:57:30.000000
4d8ee3cb-6fb1-455f-9c74-6a697f516c83,53a32163-a3b5-42ee-b269-7b574650ca63,Flipkart,23359.32,2023-04-25T12:49:05.000000
8d6c59a2-36ba-4418-910a-0b18ce47bcf0,1224dcb9-7363-43d1-a356-53ec4c76eeb2,Amazon India,2560.54,2025-10-17T16:06:12.000000
deddcb17-e344-4936-ae4a-fd809fa3e996,9d0f81b6-1eb7-45af-b116-d964c38b301d,Meesho,1836.71,2025-07-15T19:20:11.000000
caec1b40-10b1-4eed-8e53-49b1f5bb4804,16dc8cda-f2c9-420c-940d-0554da281275,Meesho,2345.23,2024-03-20T21:22:59.000000
c57786a2-2b2b-46b3-9f06-9aeb1d37283f,8097f01f-d432-45af-9e66-d5ccfd2bc5ba,Ajio,3495.76,2025-10-14T19:11:47.000000
3d8fba6d-8090-4517-9ffa-74383cb59b09,4d16bc07-58c8-4b9b-b94a-6e4cfbee5960,Ajio,1864.35,2025-04-25T03:05:42.000000
75be64f9-0b3b-411e-be09-603bd1d33adc,85ec85da-c65e-40b9-a297-d3f8a62f2280,Purplle,361.03,2023-03-19T18:25:09.000000
99c5e143-109c-4ca5-acd9-e43ea132a789,b3d56793-0260-4fcd-b034-7569d40d9662,Amazon India,4803.22,2023-11-07T15:46:43.000000
9f1e8b45-dd1b-4bc3-9a35-e044bf3d0d89,1179bbd5-6733-43fb-8828-c236947707b7,Tata CLiQ,541.18,2021-09-07T08:12:08.000000
f8af113a-3581-4bc4-8fd5-95a765dc4f3b,420d545d-a880-4058-b68e-00c27f141d3c,Croma,5279.94,2025-01-31T21:01:23.000000
5894fa2b-52b2-4788-8452-b6f6126f2106,815341bb-ad12-4286-b1f3-96a61032adde,Amazon India,534.05,2024-01-30T06:38:37.000000
14b7f974-b439-4b62-86f3-d1407d198b21,e7a814e7-4a9b-427d-944a-f6d41373b957,Myntra,4090.2,2024-12-09T04:43:37.000000
cced7c2a-cf9f-4169-b879-9daaac2aeaf3,ebd2b50e-b7d0-42ff-ba88-0df575963d1e,Amazon India,2537.88,2022-04-04T05:48:15.000000
8a9c2ac0-af78-4e57-8c4e-2c1e43062ad1,d857c8df-976f-45c3-9daf-4f5c7942eda9,Meesho,2193.14,2026-03-22T06:54:34.000000
3ba96d76-7b6b-4e88-837b-8909776ae818,0d212128-5f53-4250-9f9e-804beab0abd9,Meesho,1801.09,2021-12-05T00:17:34.000000
a6a5d680-26c2-41cf-9591-b8dd56469a16,0c71baed-8f89-4d68-b31b-0c57cf796e2c,Reliance Digital,1715.81,2024-04-23T22:59:08.000000
634b5945-cd0b-4a4a-aaf4-fbd80ba3b099,64d1384f-69fd-4622-8300-57de2e054d95,Tata CLiQ,4294.62,2023-06-12T04:55:11.000000
ac4fa504-f842-469f-86ac-9d479922aff7,aaf74c9c-306a-4e12-a320-81f5f6921883,Myntra,4375.53,2022-03-25T01:04:46.000000
18c92243-da17-4944-b744-fea17380d7aa,d4b56b16-f7b1-48ec-a302-ef296defa4bf,Myntra,2375.89,2024-10-17T23:52:07.000000
2082e91e-c7e1-41b4-9576-6729483fd482,76f54a22-ebda-4d31-a61e-b298d7613933,Purplle,425.55,2024-02-10T07:11:35.000000
f19d5d98-4af8-41fb-8480-655824c910e4,bc942593-3c21-4565-b934-42a55afc8482,Amazon India,492.31,2022-03-30T19:08:26.000000
000879fb-3d64-41d4-b7f5-b7aba6675701,b915780b-dca1-4fe0-9d41-bb1eed101603,Bookswagon,912.04,2024-06-16T01:17:02.000000
8f1b505e-4c54-48dd-b00d-8aa245e03d0d,664fe812-aa0e-4874-9870-b84e29797e7a,Reliance Digital,19032.5,2024-02-11T16:23:12.000000
d9928799-6740-4223-9249-89aa6c2c9603,68632aee-dd49-4a76-acf5-4c533eb7f9ac,Croma,2784.89,2026-01-05T05:13:30.000000
fedc0b86-bf0c-43f4-98fd-de064aa060c3,447d234a-3aa6-422d-9443-e66bff138449,Flipkart,2350.78,2021-10-09T15:21:17.000000
554994c3-8cde-430b-9265-7bc150e4388a,50bac632-f1ec-4e8f-8232-54d18724d835,Reliance Digital,1166.95,2023-08-30T14:55:51.000000
c9c738bc-5b2f-4572-90e5-d3f041b7a0f4,09af1a2c-c18c-46ba-aee6-6fa64f91da88,Amazon India,1532.48,2025-12-16T23:50:47.000000
dabb65fa-484a-4749-b083-42ba77d0df42,9a9e06a5-9d4d-44fa-b28c-9867ebcac910,Amazon India,284.38,2024-08-10T22:03:15.000000
fe551e30-cc05-470c-abbd-4774eaf5654d,447d234a-3aa6-422d-9443-e66bff138449,Ajio,2704.85,2024-08-16T11:54:52.000000
a4fa95b3-432f-4f15-b1fd-edb0c640eac7,943ffcd6-1000-4246-a0a2-db3572b827a6,Amazon India,969.05,2024-06-12T18:19:19.000000
824ef1c3-d454-4e0f-beab-818b506b6a0d,0ddccaed-3349-4fa1-8339-9b1774bd02c4,Meesho,5401.82,2026-03-20T20:15:18.000000
65fc44dd-6529-4037-9bdd-f59fe30033a9,5bf77475-fb98-44a8-aa59-51b0240c9bdf,Myntra,1927.39,2024-05-10T07:15:06.000000
dabeed88-34c5-4906-8667-c68db4da07ff,2e648ebb-28c7-4e60-ac3b-2fdad5fd63b1,Amazon India,568.96,2023-05-29T14:47:04.000000
5fa48154-f1f7-4e26-a8ef-70dd64d8e01d,009c768a-4d60-47f5-9d39-9e1aceb14b5a,Meesho,900.84,2023-11-22T04:19:37.000000
051a9f76-e4cd-4e8f-afbf-1a54a1261456,f0e1dc90-af8a-407d-94e0-ac88ed7521df,Flipkart,613.95,2022-04-12T17:45:18.000000
3fe97061-5061-4af8-ab30-f1d6b8b88037,ad1f41c0-f53c-435d-b404-a2fe4e233ed0,Tata CLiQ,2742.93,2025-11-22T13:52:57.000000
01222f10-ef43-4107-9898-50c64f51d9c0,b21da6bf-b117-4c65-a996-3394f6571376,Flipkart,77283.37,2023-03-25T14:08:34.000000
cc32770a-421e-4b47-9370-465c822e6902,32064b33-4be1-4ab7-8eff-3279f99bb356,Reliance Digital,7695.16,2026-01-15T21:33:36.000000
821f6531-b49a-4f2e-951f-306be34b8a00,d27fd6cb-193a-4857-ab8a-0a5c5d944e4a,Tata CLiQ,430.0,2026-07-20T19:04:44.000000
1155fbac-1b23-4ca9-b7ea-f287254e24f0,5f03889a-7d5c-4f17-ae3d-4dd8b2cbf885,Flipkart,396.53,2023-05-29T03:14:25.000000
1d91a1d2-6d11-436f-a5c0-082e067fa64c,ce95e9fe-353b-4017-948a-2234e7504113,Amazon India,2540.07,2023-03-15T00:20:48.000000
4a07b7fc-354a-4473-99c0-ed65291c7e05,440abbcf-2a0d-483c-983f-bb87f59da32a,Amazon India,2655.18,2026-02-09T02:23:25.000000
99a162f3-27d3-43bd-b3a4-6215c811f331,d40baefd-76f4-49d8-8667-02e251c37a79,Meesho,5159.46,2021-12-18T15:52:41.000000
daff9be5-c620-45f2-b5ec-aa93e4e32e49,37ecd832-dde0-4208-adac-38aa16b841e4,Purplle,346.59,2024-02-12T17:06:18.000000
35ac38dd-1873-474d-a494-135aa75151f7,7ff1dee9-fe1a-4ff6-a175-08dd9bf880ff,Amazon India,489.07,2023-05-22T20:07:07.000000
f033785f-7879-4aaf-957c-8122d289b2d6,bad11052-94e4-48ff-acfc-808b76034287,Croma,756.86,2025-02-05T20:42:02.000000
815e7ec1-ecf6-410b-8ea7-61ae29ec25f9,c4cac175-2e4f-4288-b595-60fbf40c8564,Ajio,3421.37,2023-03-28T03:09:43.000000
f68cf7b0-bc95-49ee-a884-6a266e054513,3f85b8c0-67d5-41f5-8025-1da9083fabf8,Amazon India,534.08,2021-09-21T22:05:38.000000
8a9b32e2-9469-42de-80e1-24c655b5d2ba,ef447761-b274-4808-b18e-cdc8396e706a,Reliance Digital,6238.32,2024-06-01T13:40:45.000000
67038caf-fc7a-4c4e-9e79-bd522607a0c0,e95b1a83-ee1c-493e-98f6-693643cf3abf,Meesho,550.16,2024-02-26T15:40:39.000000
6ffbf02e-2abd-42fa-96fd-858b9bb281f4,8193f07b-ad50-4756-8756-e3ac592ec4c4,Meesho,4349.79,2025-02-15T07:51:10.000000
5a16cb2a-a8ac-4329-a852-e5cafd3eaaa2,5bf77475-fb98-44a8-aa59-51b0240c9bdf,Amazon India,2020.01,2022-08-31T04:23:45.000000
66283062-487f-44ee-bdf5-4349c2d5a314,961ae9c4-7d16-4d1e-ad22-310378d75899,Ajio,2106.49,2024-09-20T10:43:27.000000
2f8a08c3-a947-46fc-be44-25c8a636577e,027782ef-444d-485e-9393-ea15042f21c4,Purplle,656.88,2025-01-14T13:31:00.000000
c3b3c101-798d-4a79-aeb8-ad8266f7d69a,bb25e039-8d91-43c9-bb65-ba840cda9540,Croma,4984.59,2026-06-05T07:30:24.000000
57b34433-d476-4967-818f-f57b046af4fd,5bf77475-fb98-44a8-aa59-51b0240c9bdf,Flipkart,2101.63,2026-07-22T04:55:49.000000
316c9717-6f84-4b37-a13e-635dada8b875,b11c4935-24b7-4d43-a4ed-8bcfff4c7f05,Flipkart,24992.43,2022-06-22T06:17:21.000000
cf556b2d-e4a4-4261-b5aa-cc3b34e54465,b915780b-dca1-4fe0-9d41-bb1eed101603,Flipkart,887.84,2025-01-25T04:38:53.000000
195b973b-56d9-4467-af7b-2ec66aa6255c,b5fc15fb-f9b4-474b-8de2-4a402895a416,Myntra,1486.83,2022-02-18T03:17:20.000000
2c958c5a-fb73-45cd-9d10-b30d9e8b2361,7c31c7ba-3814-4fb8-927b-8d0b3d69da7d,Reliance Digital,3788.39,2022-10-20T04:18:33.000000
17fae970-3056-4ad5-92dc-1f704ad68126,ee198820-2c68-43c6-b1f1-8ed3970544ae,Tata CLiQ,2574.77,2026-08-09T14:29:27.000000
a726a0b7-66da-46a8-83de-019b226d1b9a,50bac632-f1ec-4e8f-8232-54d18724d835,Meesho,1276.51,2023-04-24T07:32:22.000000
ddf1ef90-abaa-4b8f-9f2d-6d2fc0a4deb9,21e21426-9444-4ae5-adc7-a91138fcdcf7,Tata CLiQ,4566.41,2023-10-25T08:26:16.000000
08e98ed4-fc29-443a-82a3-9f6e8b657109,b21da6bf-b117-4c65-a996-3394f6571376,Reliance Digital,77793.6,2024-12-31T01:10:20.000000
82759635-34d1-4d02-bb80-a5037234fc0c,21e21426-9444-4ae5-adc7-a91138fcdcf7,Amazon India,4251.58,2026-08-07T07:14:50.000000
36c264af-f6ab-4a32-a43e-a700592a6029,6b21e6a5-1027-44b6-a1dd-b1ec49d31f35,Meesho,1416.53,2025-07-21T19:43:58.000000
9bee0700-e12e-4773-ad77-d5ae7f0d47b3,1bab7462-813a-4d6f-a7b1-1cb83f3451bc,Croma,4384.7,2025-11-14T02:29:59.000000
994d5073-a5de-4431-aa3b-37c928d45443,24447b70-f64e-4c1d-9cc1-8be96d54f3a0,Amazon India,41674.67,2023-04-26T05:18:11.000000
2d6b4deb-eefb-457d-81b0-7e3cb4fe7d58,6a6f7b18-8a5a-48f0-8e1d-31a64e9361d4,Croma,4319.29,2022-04-23T16:04:29.000000
d1a3e759-60e2-4bd0-9834-3a90170779eb,5f03889a-7d5c-4f17-ae3d-4dd8b2cbf885,Tata CLiQ,404.04,2025-04-06T00:48:16.000000
8df43e31-daf9-439a-9050-1ee40f679c87,0c574cc0-f7b5-4da0-aaa0-6be742dec6cd,Meesho,2402.41,2024-04-26T08:15:03.000000
ba92fc40-a301-4fb3-8fd1-efde7bb6c83c,289fdadf-41b3-437c-a3ff-2f8c61037a5f,Amazon India,1799.71,2021-11-26T01:08:50.000000
5935f228-3d10-4b67-90ee-9454c8896b71,65ff1688-5555-42b8-9bba-e9a844abd23b,Amazon India,517.88,2022-02-15T10:40:37.000000
d692c3b9-37d6-404e-aef0-2549d2b84364,37ecd832-dde0-4208-adac-38aa16b841e4,Tata CLiQ,335.63,2023-07-19T12:26:13.000000
1eb7e0d9-d35d-4753-b428-d8c9459de618,eacc5804-f7b2-451c-8dd5-0a1d91a3d8c4,SapnaOnline,531.87,2026-04-03T22:10:29.000000
bad1e327-1d72-4782-a8f4-8ae518b45006,3f29e0e3-6773-4cd1-bc3d-05df56183ad9,Meesho,4929.02,2025-11-22T08:43:19.000000
9571d1f3-929e-4cfd-b2a7-7487bacb872b,d4b56b16-f7b1-48ec-a302-ef296defa4bf,Amazon India,2345.77,2022-07-28T03:19:12.000000
206860d2-9005-4f30-901d-3695cf3c5e3d,b3d56793-0260-4fcd-b034-7569d40d9662,Reliance Digital,4990.44,2024-02-19T03:34:36.000000
c60bc222-7b55-4e00-962c-ab5e12f7d6da,663550d4-2ba3-48f6-9c16-bdf8a1489f11,Flipkart,10176.42,2026-01-25T04:38:10.000000
030c47f3-827f-4ede-8aa0-486187000f02,cf3e9c8a-d3cc-47e2-99d5-1a1b0e7f88ff,Meesho,946.04,2021-10-22T01:06:05.000000
11ae4afd-938a-4caf-938d-774ab4f00ff0,93104698-cbf4-45da-b103-48ef94c5d3dc,Amazon India,383.1,2022-05-14T13:37:05.000000
e88a31df-2e08-42ff-b8d4-f3e2f4613209,1e8b9979-cb23-49ab-87f8-30e6a8a64cf1,Croma,7216.55,2022-01-26T03:47:17.000000
1021a1a4-4fea-40a4-a16b-3162906cd560,745fdb21-1c47-4994-90d0-677e133060a7,Amazon India,745.04,2024-01-14T06:43:24.000000
55e3882c-f86a-4d89-a8a4-fd592c6b0700,4fb56175-22a0-46fb-ab53-69c95841afe6,Amazon India,396.16,2023-05-28T11:57:28.000000
