id,name,category,base_price,cost_price,current_price,stock_quantity,popularity_score,created_at
04d44bd0-d3c8-4103-8601-6ed59b7bee73,FabIndia Men Handloom Cotton Kurta (Edition 2),Fashion & Apparel,2048.14,745.12,1396.16,232,0.99,2022-03-02
943ffcd6-1000-4246-a0a2-db3572b827a6,Roadster Men Graphic Printed Pure Cotton T-Shirt (Edition 2),Fashion & Apparel,1060.54,297.25,529.74,212,0.78,2021-10-23
b608f327-52ca-430b-8121-bdb804215792,Allen Solly Men Regular Fit Formal Cotton Shirt (Edition 2),Fashion & Apparel,2372.27,916.98,1509.24,335,0.08,2023-05-08
33322789-79ee-4011-ac4c-076a66887e86,W for Woman Solid Rayon Straight Palazzos (Edition 2),Fashion & Apparel,1596.92,469.96,844.98,476,0.15,2022-07-07
40087156-1b95-40e1-b4d0-5b27a5a4a55c,Fastrack Casual Daypack Backpack (28 Litres) (Edition 2),Fashion & Apparel,2132.94,694.94,1068.07,128,0.35,2022-05-30
d834722f-5722-4955-a97f-1171c3722322,Aurelia Women Embroidered Chanderi Silk Dupatta (Edition 2),Fashion & Apparel,1418.02,397.31,708.54,494,0.23,2024-06-14
64e7a46f-dd0e-480f-b3ae-90009a80c9d8,Red Tape Men Memory Foam Running Shoes (Edition 2),Fashion & Apparel,5730.35,1250.49,1718.38,306,0.01,2025-11-04
a42bea13-6e3e-47ae-93f3-c688351f3f2b,Janasya Women Poly Silk Kurta with Pant Set (Edition 2),Fashion & Apparel,3432.96,965.82,1501.32,140,0.37,2023-03-17
58ba2324-9820-4979-a49b-ed53fab87ae5,Peter England Men Classic Fit Chinos Trousers (Edition 2),Fashion & Apparel,2085.76,782.55,1251.04,167,0.24,2023-07-24
0ddccaed-3349-4fa1-8339-9b1774bd02c4,Manyavar Men Jacquard Silk Festive Kurta Pajama Set (Edition 2),Fashion & Apparel,5200.22,1976.48,3639.84,188,0.31,2025-08-19
6a6f7b18-8a5a-48f0-8e1d-31a64e9361d4,Prestige Iris 750W Mixer Grinder (3 Stainless Steel Jars) (Edition 2),Home & Kitchen,4386.1,2049.12,2828.76,225,0.41,2026-03-17
50bac632-f1ec-4e8f-8232-54d18724d835,Milton Thermosteel Duo 1000ml Insulated Water Bottle (Edition 2),Home & Kitchen,1234.99,568.4,877.41,216,0.41,2024-07-28
c6da35aa-c78c-4537-acad-206c8644931c,Pigeon Non-Stick 3-Piece Kitchen Cookware Set (Edition 2),Home & Kitchen,2446.72,868.36,1224.89,103,0.05,2025-12-18
86914300-7c5b-41e2-a773-f681a3a27bb7,Kent Grand RO+UV Water Purifier with Mineral ROTM (8L) (Edition 2),Home & Kitchen,19088.72,11257.45,14193.2,137,0.99,2024-05-14
1fab9d22-be46-4276-9a14-856908057d36,Solimo Queen Size 100% Cotton Floral Bedsheet with 2 Pillows (Edition 2),Home & Kitchen,1672.62,557.54,835.38,305,0.9,2026-07-18
acfbec42-da58-45ed-bff4-a08a169ad6fa,Philips Daily Collection 1.5L Electric Kettle (HD9306) (Edition 2),Home & Kitchen,2645.56,1079.82,1667.83,497,0.1,2023-01-29
959e9ab6-6e4f-4115-a055-8e96952a5fba,Bajaj New Shakti 15L Storage Water Heater (Geyser) (Edition 2),Home & Kitchen,9829.07,4741.66,5926.09,435,0.8,2025-01-07
451f4282-2beb-423c-874f-d989b4941ecc,Hawkins Contura 3L Hard Anodised Pressure Cooker (Edition 2),Home & Kitchen,2062.9,1199.36,1678.14,120,0.4,2024-01-12
4d2b6e08-4062-4567-8c1b-e393cd03fe5f,Cello Opalware Dazzle Tropical Lagoon Dinner Set (18 Pcs) (Edition 2),Home & Kitchen,2486.11,946.61,1394.01,140,0.68,2022-06-02
1b0ab462-77ba-4aaf-b12a-487f74eb0691,Story@Home Blackout 7ft Eyelet Door Curtains (Set of 2) (Edition 2),Home & Kitchen,2133.8,640.46,959.62,159,0.6,2025-08-27
f2a704b3-436c-4773-8f46-4c1dc6090192,Indian Polity by M. Laxmikanth (7th Edition) (Edition 2),Books & Media,972.94,440.02,634.61,166,0.3,2025-02-27
494ca8cd-124b-46b3-9094-c9bb3f2acfee,Atomic Habits by James Clear (Paperback) (Edition 2),Books & Media,825.41,289.25,463.84,127,0.12,2023-02-07
50c2567e-4006-484a-a113-30676c47e9c8,UPSC General Studies Paper 1 Manual by McGraw Hill (Edition 2),Books & Media,1340.56,600.94,923.6,279,0.75,2021-12-22
6937cafc-9963-4735-bc91-b7d0d7dfe78c,Rich Dad Poor Dad (English / Hindi Edition) (Edition 2),Books & Media,512.23,184.77,306.93,300,0.26,2024-06-02
f8c22b17-bc73-4a35-abf7-7cf1728b801c,NCERT Complete Class 10 & 12 Science/Maths Set (Edition 2),Books & Media,1745.77,754.93,1225.82,455,0.14,2024-01-25
b3f9a8fb-b637-4c04-ae87-1b34f941543b,Word Power Made Easy by Norman Lewis (Edition 2),Books & Media,304.04,91.52,171.85,207,0.71,2025-12-17
9f306c3e-12a4-4590-9737-489d129bd6af,Ikigai: The Japanese Secret to a Long and Happy Life (Edition 2),Books & Media,589.1,203.51,342.75,247,0.29,2026-06-12
6da3e7dd-3c41-4f6d-b530-1a53b2001dd5,Quantitative Aptitude for Competitive Exams by R.S. Aggarwal (Edition 2),Books & Media,825.63,368.0,547.28,65,0.09,2023-06-16
b0da0d89-bef2-40d7-8b33-98394317dcaf,The Psychology of Money by Morgan Housel (Edition 2),Books & Media,478.83,172.73,277.32,204,0.55,2025-08-09
4fb56175-22a0-46fb-ab53-69c95841afe6,Mamaearth Vitamin C Face Wash with Turmeric (150ml) (Edition 2),Health & Beauty,404.0,141.75,282.5,288,0.45,2026-03-07
6f253484-7238-45f3-b14b-c027095242aa,Himalaya Purifying Neem Face Wash (400ml) (Edition 2),Health & Beauty,436.06,184.68,306.78,300,0.27,2026-01-10
16474579-362e-4d95-a2de-577a8b6e0674,Biotique Bio Kelp Protein Anti-Hair Fall Shampoo (650ml) (Edition 2),Health & Beauty,558.04,198.62,349.01,233,0.35,2022-12-30
2e648ebb-28c7-4e60-ac3b-2fdad5fd63b1,The Derma Co 10% Niacinamide Serum with Zinc (30ml) (Edition 2),Health & Beauty,562.27,225.28,421.47,123,0.33,2024-09-07
815341bb-ad12-4286-b1f3-96a61032adde,Wow Skin Science Red Onion Black Seed Hair Oil (200ml) (Edition 2),Health & Beauty,559.93,177.61,326.23,112,0.78,2025-05-24
5069592c-d13a-4031-b084-72f140033894,Minimalist 10% Vitamin C Serum for Glowing Skin (30ml) (Edition 2),Health & Beauty,722.67,320.5,567.59,185,0.51,2022-03-12
5589ef6e-5809-4caa-8e1e-5dd09a617092,Nivea Soft Light Moisturizer Cream (300ml) (Edition 2),Health & Beauty,539.82,225.74,377.88,495,0.02,2026-06-23
85ec85da-c65e-40b9-a297-d3f8a62f2280,Dettol Original Liquid Handwash Refill Pouch (1500ml) (Edition 2),Health & Beauty,360.51,165.28,257.21,455,0.61,2021-11-08
b11c4935-24b7-4d43-a4ed-8bcfff4c7f05,OnePlus Nord CE4 5G Smartphone (128GB) (Edition 3),Electronics,26895.51,20979.33,24743.78,324,0.23,2021-10-05
ce95e9fe-353b-4017-948a-2234e7504113,boAt Rockerz 450 Bluetooth Wireless Headphones (Edition 3),Electronics,2789.24,886.21,1398.35,133,0.07,2024-03-13
64bca82b-c116-44b1-9fd5-55e72c2a72bd,Samsung 43-inch Crystal 4K UHD Smart TV (Edition 3),Electronics,42613.02,27705.39,31957.1,178,0.15,2023-07-15
b19239d6-581c-4754-a1c7-b352bf882ec9,Noise ColorFit Pulse 3 Smartwatch (Bluetooth Calling) (Edition 3),Electronics,5299.74,1166.18,1801.21,181,0.35,2023-02-01
ee55fd12-d3b2-4eff-a2c4-f6758c750e96,Mi Power Bank 3i 20000mAh Fast Charging (18W) (Edition 3),Electronics,2081.42,1135.84,1702.81,98,0.29,2023-02-18
ddcd6fa3-0c49-4aa3-9e63-363dd3b5cfa8,HP 15s Intel Core i5 12th Gen Laptop (16GB/512GB SSD) (Edition 3),Electronics,58299.78,43485.18,49405.09,240,0.41,2022-10-08
420d545d-a880-4058-b68e-00c27f141d3c,Realme Buds Air 5 ANC True Wireless Earbuds (Edition 3),Electronics,5152.44,2267.53,3400.26,138,0.7,2025-11-22
58b3a365-5448-4866-8518-229ca065c645,SanDisk Ultra 128GB MicroSDXC Memory Card (Edition 3),Electronics,1800.19,650.07,899.09,202,0.32,2025-03-21
27d4e104-2491-4ce0-87f1-b9511ef3e173,Zebronics 2.1 Channel Bluetooth Soundbar with Subwoofer (Edition 3),Electronics,7036.18,2814.87,4020.24,154,0.85,2024-09-01
c5778789-2512-4d5c-9ae6-07dc86466c46,Logitech B170 Wireless Optical Mouse (Edition 3),Electronics,950.37,445.98,636.06,407,0.83,2023-08-09
bc6dac5e-27b0-4cb6-9e5c-2114a74ce574,Fire-Boltt Ninja Call Pro Plus 1.83 Smartwatch (Edition 3),Electronics,8109.17,1012.76,1316.89,201,0.14,2023-03-27
d2e5772e-a94a-407e-b287-2609aff815b9,Sony WH-CH520 Wireless Bluetooth Headphones (50hr Battery) (Edition 3),Electronics,5176.77,3216.03,4139.34,381,0.13,2025-10-20
34608b38-f08f-47c8-86ef-70c3b21847bf,"Apple iPhone 15 (128 GB, Black) (Edition 3)",Electronics,83127.48,64504.43,72826.54,142,0.79,2022-07-21
836c8eae-e067-4e80-91c3-747aac7ef601,Xiaomi Smart Band 8 with AMOLED Display (Edition 3),Electronics,4270.5,1922.2,2668.66,400,0.15,2025-11-23
db4d38d8-da76-45df-a223-5dd2258e431a,TP-Link Archer C6 AC1200 Dual Band Gigabit Wi-Fi Router (Edition 3),Electronics,3705.81,1694.57,2328.98,75,0.24,2025-02-06
ba7fbb52-cb29-478d-84fa-192f5304858a,Levi's Men Slim Fit Washed Denim Jeans (Edition 3),Fashion & Apparel,3280.26,1312.48,2061.53,456,0.71,2026-01-02
ee198820-2c68-43c6-b1f1-8ed3970544ae,BIBA Women Printed A-Line Cotton Kurti (Edition 3),Fashion & Apparel,2528.03,758.71,1314.09,325,0.77,2022-10-25
b5fabbc8-411a-4092-bc53-de893c8a59b6,Puma Men Smashic Casual White Sneakers (Edition 3),Fashion & Apparel,4713.18,1676.17,2356.06,401,0.57,2024-10-31
961ae9c4-7d16-4d1e-ad22-310378d75899,FabIndia Men Handloom Cotton Kurta (Edition 3),Fashion & Apparel,2309.56,840.22,1574.36,427,0.55,2024-02-06
cf3e9c8a-d3cc-47e2-99d5-1a1b0e7f88ff,Roadster Men Graphic Printed Pure Cotton T-Shirt (Edition 3),Fashion & Apparel,962.08,269.65,480.56,171,0.4,2021-10-11
8a0d3b57-999b-41fe-9e5d-fabdac6f7813,Allen Solly Men Regular Fit Formal Cotton Shirt (Edition 3),Fashion & Apparel,2096.8,810.5,1333.98,136,0.2,2023-11-23
c2e91902-1d48-433c-9106-8b1290f2f0d9,W for Woman Solid Rayon Straight Palazzos (Edition 3),Fashion & Apparel,1766.5,519.86,934.71,256,0.86,2023-11-25
65bcbec2-d2c5-41df-8bdc-557d5b499702,Fastrack Casual Daypack Backpack (28 Litres) (Edition 3),Fashion & Apparel,2058.52,670.7,1030.81,463,0.57,2026-05-29
9e3d628e-8cb7-4b84-b230-63b5fad0d309,Aurelia Women Embroidered Chanderi Silk Dupatta (Edition 3),Fashion & Apparel,1380.62,386.83,689.85,196,0.19,2026-06-08
76ca7c89-ae90-4b47-8f92-fe486f82a327,Red Tape Men Memory Foam Running Shoes (Edition 3),Fashion & Apparel,5207.24,1136.33,1561.51,378,0.54,2025-11-10
38bdd613-ff74-437a-8169-13489851aa0f,Janasya Women Poly Silk Kurta with Pant Set (Edition 3),Fashion & Apparel,3194.76,898.81,1397.15,259,0.74,2024-01-24
4d16bc07-58c8-4b9b-b94a-6e4cfbee5960,Peter England Men Classic Fit Chinos Trousers (Edition 3),Fashion & Apparel,1870.06,701.62,1121.66,92,0.25,2026-04-21
53daa991-886f-4f39-847a-2ece359a5ab3,Manyavar Men Jacquard Silk Festive Kurta Pajama Set (Edition 3),Fashion & Apparel,5217.95,1983.22,3652.25,487,0.33,2025-02-22
1e4fb7ac-a762-4850-9cde-504daea0fbed,Prestige Iris 750W Mixer Grinder (3 Stainless Steel Jars) (Edition 3),Home & Kitchen,4435.91,2072.39,2860.89,449,0.59,2021-10-18
05df87d2-9c89-4de2-b1f3-e94731d78e52,Milton Thermosteel Duo 1000ml Insulated Water Bottle (Edition 3),Home & Kitchen,1179.1,542.68,837.7,348,0.09,2022-10-23
143f2090-d601-4e5c-b53e-d2197c595e6b,Pigeon Non-Stick 3-Piece Kitchen Cookware Set (Edition 3),Home & Kitchen,2313.89,821.21,1158.4,404,0.18,2022-01-04
888fbbb9-0785-4328-924b-acc7a976b381,Kent Grand RO+UV Water Purifier with Mineral ROTM (8L) (Edition 3),Home & Kitchen,19284.56,11372.95,14338.81,251,0.46,2023-12-21
0c71baed-8f89-4d68-b31b-0c57cf796e2c,Solimo Queen Size 100% Cotton Floral Bedsheet with 2 Pillows (Edition 3),Home & Kitchen,1706.8,568.93,852.45,496,0.55,2026-08-21
8161ba46-065c-4f4c-997c-ab86f0e2f29e,Philips Daily Collection 1.5L Electric Kettle (HD9306) (Edition 3),Home & Kitchen,2559.78,1044.81,1613.75,58,0.5,2026-08-19
a7abd203-f53d-4fef-a1c4-509f69a45a54,Bajaj New Shakti 15L Storage Water Heater (Geyser) (Edition 3),Home & Kitchen,9367.86,4519.17,5648.02,498,0.86,2021-10-14
1c30a720-451c-458e-bee4-489d7051cf73,Hawkins Contura 3L Hard Anodised Pressure Cooker (Edition 3),Home & Kitchen,2145.35,1247.29,1745.21,100,0.26,2026-01-21
64e13bf5-5820-4d3b-893d-434bfca80448,Cello Opalware Dazzle Tropical Lagoon Dinner Set (18 Pcs) (Edition 3),Home & Kitchen,2496.04,950.4,1399.59,241,0.32,2024-04-19
a1d47f25-10e9-425d-965b-cff1f0a47e85,Story@Home Blackout 7ft Eyelet Door Curtains (Set of 2) (Edition 3),Home & Kitchen,1874.34,562.58,842.94,470,0.03,2022-04-03
ae657743-6805-4c6f-9d3b-75bfd4b71548,Indian Polity by M. Laxmikanth (7th Edition) (Edition 3),Books & Media,1005.68,454.83,655.97,170,0.64,2021-11-19
6dbb2601-7013-496a-b43b-15cd5e25f08b,Atomic Habits by James Clear (Paperback) (Edition 3),Books & Media,762.26,267.12,428.35,69,0.01,2024-03-10
56b68688-7060-4263-80fe-4d08b24eb5a4,UPSC General Studies Paper 1 Manual by McGraw Hill (Edition 3),Books & Media,1380.62,618.9,951.2,178,0.78,2022-08-13
7ce81158-5cca-4cc9-a9d4-9b4608987b74,Rich Dad Poor Dad (English / Hindi Edition) (Edition 3),Books & Media,518.95,187.2,310.96,134,0.79,2022-09-07
