id,customer_id,product_id,quantity,price_paid,discount_applied,coupon_code,order_timestamp,payment_method,is_flash_sale
b3156a7e-3776-4b05-8ed7-6412d1fa3928,c6116bf5-cdbc-4a6f-be58-57f2b0d30e49,1c30a720-451c-458e-bee4-489d7051cf73,2,3141.38,349.04,6s7kid8bz8d,2023-07-11T20:06:09.000000,UPI,True
fd85051b-ebfd-436a-95d4-6c93753eb73a,c6116bf5-cdbc-4a6f-be58-57f2b0d30e49,1b0ab462-77ba-4aaf-b12a-487f74eb0691,1,911.64,47.98,2exyazo89i,2025-03-01T15:04:27.000000,COD,True
9dd3f966-20a6-464e-bc56-5d55814d0e9d,c4060afd-c1ec-45fc-8fd2-8ee015d12308,ae86c02f-9cd3-48b9-b148-6b0c503b8ca8,3,6994.11,0.0,4yaxyrw7hdb5,2022-11-19T11:27:52.000000,UPI,False
46a533d4-9726-4bb7-9046-d4a90f085682,c4060afd-c1ec-45fc-8fd2-8ee015d12308,1f11267e-a25a-4d12-a3d9-33aaa886755d,1,1213.66,0.0,av4ut2dgy0rd,2021-12-15T17:52:53.000000,Card,True
dd01fc45-be93-4edd-9792-6b094a0c6984,c4060afd-c1ec-45fc-8fd2-8ee015d12308,32064b33-4be1-4ab7-8eff-3279f99bb356,3,3977.91,0.0,y2ihhpa6il,2021-09-23T08:46:20.000000,Card,False
73e0d80c-e2bc-4bbb-a1c2-128c267c9b5b,c4060afd-c1ec-45fc-8fd2-8ee015d12308,8161ba46-065c-4f4c-997c-ab86f0e2f29e,3,4599.19,242.06,mx0afrmwy,2026-03-28T13:57:58.000000,COD,True
4d2e27a7-4c48-4053-bf73-42aaa36e0b11,b5413da7-5f4f-4bb9-97c2-a5da7ba087e1,a4c72e0a-1edc-44de-a8ee-3dfa95cbe986,2,577.26,0.0,8pf805ony,2025-02-25T07:47:29.000000,Wallet,False
a36a00c8-84da-485c-a5ca-2e0cd61f6921,b5413da7-5f4f-4bb9-97c2-a5da7ba087e1,f0e1dc90-af8a-407d-94e0-ac88ed7521df,3,1055.85,0.0,zr4rzpno,2024-10-12T23:11:42.000000,COD,False
5a58365a-97a5-4504-b52e-51d91cf0e417,78c7e4e4-f4ad-41ff-810c-610f843f0f94,288c8665-6990-428c-abe4-e725779d35c9,2,29925.52,0.0,xctb07h37,2021-09-14T11:13:41.000000,Card,False
c4276161-c3b3-48dc-8d06-65b8cfff4b75,78c7e4e4-f4ad-41ff-810c-610f843f0f94,b5fc15fb-f9b4-474b-8de2-4a402895a416,2,1464.74,0.0,90e93beuq2j,2025-10-11T15:21:01.000000,Wallet,False
0e53ced0-9a7c-4b76-865f-93ece30979d5,cc4a9e63-20b7-42ef-bc61-aec8726cc7f3,cefec4f3-b21b-48db-a7ac-1116319e0123,2,1032.06,0.0,ipjc3i1pc8lp,2025-12-05T21:53:54.000000,Card,True
b4e2cdef-c4e6-46fc-b262-092a6856d3d9,cc4a9e63-20b7-42ef-bc61-aec8726cc7f3,53a32163-a3b5-42ee-b269-7b574650ca63,2,44046.06,0.0,4x1jhe1l,2023-06-22T18:40:42.000000,COD,True
e15a5416-1ca5-46ec-b9cb-7dddaaace731,cc4a9e63-20b7-42ef-bc61-aec8726cc7f3,f2a704b3-436c-4773-8f46-4c1dc6090192,3,1523.06,380.77,uxzrkse1y6iv,2025-04-07T15:56:17.000000,Card,True
e6ba1f3d-63a8-4c98-b41e-193fda548e7a,e08c3f5c-a2c2-4886-916d-c386a4894988,18065305-da9d-4c04-b446-a3b1434f02d8,1,805.16,142.09,zycle4lfav,2024-04-09T13:44:40.000000,Wallet,True
f3bbd125-b053-4cd2-8be0-28f12ce4db1b,e08c3f5c-a2c2-4886-916d-c386a4894988,d834722f-5722-4955-a97f-1171c3722322,1,673.11,35.43,ey76vdag,2024-12-18T22:40:23.000000,COD,True
7ea211fe-113a-4574-b056-3b552a426865,e08c3f5c-a2c2-4886-916d-c386a4894988,420d545d-a880-4058-b68e-00c27f141d3c,1,3400.26,0.0,7972j1abbz,2024-09-01T08:05:35.000000,Card,False
5d41b7ce-64ad-4ac9-a9e3-b21512f1ece9,92845bcb-379c-40ca-9448-7226bfe23194,a4c72e0a-1edc-44de-a8ee-3dfa95cbe986,3,822.6,43.29,vcqvg4sim,2022-07-06T10:40:47.000000,UPI,True
a0d33772-dc1a-4d50-b8d7-4f857aa2252f,c13ba02b-f6ac-44a1-adb3-ae2a851ea52c,a1d47f25-10e9-425d-965b-cff1f0a47e85,3,2149.5,379.32,ku5r6norbmf,2025-07-20T06:57:17.000000,UPI,True
29e4d78e-9fab-42d4-bb13-c5d339a2f40b,37cacef0-3b40-41d5-9a88-1c4b205a7387,abcd8b64-07ce-4d92-b713-86143971f45d,2,2032.98,0.0,hzalum1n6e,2026-06-07T10:51:55.000000,Wallet,False
1125550e-6bfd-40c7-977b-5f8added01d0,37cacef0-3b40-41d5-9a88-1c4b205a7387,86914300-7c5b-41e2-a773-f681a3a27bb7,1,13483.54,709.66,rn6k47m22,2022-10-10T07:40:42.000000,Wallet,True
90ce222c-c113-4cf6-8948-8a80504d18e7,f61b0673-3373-4a72-9c76-aab67dc5d7ce,64d1384f-69fd-4622-8300-57de2e054d95,3,8041.17,0.0,xb7kxw470rbr,2021-09-06T00:17:15.000000,UPI,False
bf4d538b-78b1-4d91-a874-97640034cd28,f61b0673-3373-4a72-9c76-aab67dc5d7ce,663654e6-d5c3-4e54-8c51-0a1898edd362,1,1259.06,0.0,x19688ae8,2023-02-26T09:35:43.000000,Wallet,False
2e906920-b330-4141-b8d2-5d8a0b2ead50,e629a00c-8cfb-416e-b319-5d157f14e137,8f810e22-2355-4472-934e-928dfb262b68,3,2568.15,0.0,p5zaajgoo,2022-09-11T07:12:29.000000,COD,False
c7989b97-a29d-496c-909a-58f40ea615f5,e629a00c-8cfb-416e-b319-5d157f14e137,c2e91902-1d48-433c-9106-8b1290f2f0d9,1,747.77,186.94,a6wafn1ib2oa,2026-03-07T09:47:24.000000,COD,True
0e8f094c-c791-4197-b69a-1549c087892a,21ed1e03-b7c9-454e-b192-50e46809c0b0,494ca8cd-124b-46b3-9094-c9bb3f2acfee,1,463.84,0.0,6je3hfsvks,2026-01-29T12:40:45.000000,Wallet,False
3e31826f-f0ee-4c99-83dc-7cd4021f632c,21ed1e03-b7c9-454e-b192-50e46809c0b0,451f4282-2beb-423c-874f-d989b4941ecc,3,4530.98,503.44,62q8oxhn7h,2024-09-20T03:44:38.000000,COD,True
c596f8ad-b360-4dc9-a5b9-45306667393f,21ed1e03-b7c9-454e-b192-50e46809c0b0,bdca8fe6-4b28-4c0d-bbe7-df8f75af8504,3,723.78,0.0,2qj8vy2j5blc,2022-06-22T13:41:28.000000,UPI,False
46974e6a-973b-41d6-a819-b008aa9f9a53,21ed1e03-b7c9-454e-b192-50e46809c0b0,3027d2a8-4084-4a13-b912-a1e3c36d2415,1,969.83,171.15,kiiyjy5yit7,2025-06-06T09:29:39.000000,COD,True
237db2d5-67ad-4ccf-ba9d-6135c72c3289,21ed1e03-b7c9-454e-b192-50e46809c0b0,d857c8df-976f-45c3-9daf-4f5c7942eda9,1,1156.14,204.02,iykjg8l0,2022-11-10T10:54:54.000000,Wallet,True
d3a824e8-2ab5-4045-bcae-8764b51ed15a,0f578f6b-7274-420f-a0a8-6b0b0db04fcc,9fd2480f-cdce-4333-b7c1-5438ada3ebe1,2,861.86,0.0,4xxbr7to,2024-11-14T08:22:47.000000,COD,False
e548602f-8e9f-4bc5-95a8-28ee7acd0b6d,0f578f6b-7274-420f-a0a8-6b0b0db04fcc,fcf79acf-c860-4d95-8e91-92135d77a206,1,1833.12,0.0,p2jbqc5rg,2022-10-31T09:40:34.000000,UPI,False
5497d5fe-c186-406e-85c9-6a3f47276f8c,2147e258-524d-4a98-ba0c-c649ed9b7482,420b9f94-6098-4302-afa6-2ec9093f8267,2,2784.1,0.0,k407mfdhr,2022-05-15T15:19:44.000000,Wallet,False
676b8922-ff97-4c26-af22-4302715233bc,10567c57-dcb3-4933-beb5-21ad41347cd9,bdca8fe6-4b28-4c0d-bbe7-df8f75af8504,2,482.52,0.0,67qohithl,2026-08-16T11:00:07.000000,UPI,False
c1c0e0f7-7da2-4158-a607-4c8f0b2a3920,10567c57-dcb3-4933-beb5-21ad41347cd9,f0e1dc90-af8a-407d-94e0-ac88ed7521df,2,703.9,0.0,xubwyn9xqfea,2022-06-28T12:19:11.000000,COD,False
b3dc8a1e-b00a-4636-aef9-2b5256bbd887,10567c57-dcb3-4933-beb5-21ad41347cd9,65ff1688-5555-42b8-9bba-e9a844abd23b,1,376.93,41.88,2bodri1ly6,2021-11-28T05:35:29.000000,Card,True
362ed2a2-1f54-43b5-9b7b-518318cbd40c,10567c57-dcb3-4933-beb5-21ad41347cd9,ba7fbb52-cb29-478d-84fa-192f5304858a,3,5256.9,927.69,ox12dp5mmcy,2022-12-04T09:30:42.000000,COD,True
19cf6f9f-4cba-466e-bd32-7134efb2036e,10567c57-dcb3-4933-beb5-21ad41347cd9,6739bb22-0aa1-40f5-a744-022d1ef1e60e,2,3850.78,0.0,y0y05c04r,2026-05-23T14:20:54.000000,Wallet,True
b73c770c-04ea-4914-af25-2c540a9a8b3e,9dcc1109-eb2f-41de-8005-0e88c104fc2b,f8c22b17-bc73-4a35-abf7-7cf1728b801c,1,1225.82,0.0,wdau351kkw,2026-07-30T10:26:34.000000,Wallet,False
e26d30aa-d81b-4861-af5e-1a2178042e99,9dcc1109-eb2f-41de-8005-0e88c104fc2b,a7abd203-f53d-4fef-a1c4-509f69a45a54,3,15249.65,1694.41,acshsxrog,2022-08-18T03:54:25.000000,Card,True
acefbff4-ba69-4139-8166-958be415c5bc,9dcc1109-eb2f-41de-8005-0e88c104fc2b,5e9a4ed5-7cff-4ac0-bb88-a5a34193e174,1,69056.2,0.0,0gnyukgmr,2025-10-13T22:04:57.000000,Wallet,True
bfbc1234-706f-49b1-8740-9bd17528f48d,9dcc1109-eb2f-41de-8005-0e88c104fc2b,702d88d2-449c-4ed9-ab9d-25d61ce2fff8,1,1291.66,67.98,6mma5ccnuh,2022-04-09T17:35:28.000000,Card,True
10bd441c-a391-46bd-8494-7d06da6a70b0,655e99e0-379b-46a8-aca7-616057490750,c5778789-2512-4d5c-9ae6-07dc86466c46,2,1272.12,0.0,dky8yr4lg9o,2023-04-14T08:01:02.000000,Wallet,True
1b91568e-17a2-4de4-9546-51ca50b0dd0f,655e99e0-379b-46a8-aca7-616057490750,ae657743-6805-4c6f-9d3b-75bfd4b71548,3,1967.91,0.0,9bhem45hh8,2023-04-16T23:15:57.000000,Card,True
a94e7111-d234-48e2-b32f-29313a3573fe,655e99e0-379b-46a8-aca7-616057490750,e6b839a9-fa91-4e2a-bd7a-ffeb08348300,3,1777.17,0.0,lqge1bdzovg9,2026-03-05T14:37:57.000000,UPI,False
cbcb0d0e-bcf7-49d4-9c55-127fa0e371ab,655e99e0-379b-46a8-aca7-616057490750,93dd4b7d-d8a5-4b31-958e-c35862c9e670,1,145.02,36.25,lbkxns31,2025-06-01T01:35:09.000000,Wallet,True
411b99e1-2a51-46d8-af6d-a1a33108e8b0,655e99e0-379b-46a8-aca7-616057490750,04d44bd0-d3c8-4103-8601-6ed59b7bee73,3,4188.48,0.0,as82fo6mqr,2023-11-28T11:26:17.000000,Card,False
f857ccaf-bb7e-48e9-b619-1fd7e8131c61,64e39dc9-c240-4195-b08e-c32917f62d14,0cabb4c1-6a1f-4843-a652-309c92c04122,3,4057.2,0.0,0z1vy23l,2025-06-05T01:58:47.000000,Card,False
48af61bf-dc71-4076-b4af-68c19df5f737,64e39dc9-c240-4195-b08e-c32917f62d14,9787f620-17a4-46f6-8636-627386c41400,3,3660.03,192.63,z9lrizawiu,2023-10-24T14:43:19.000000,Wallet,True
3a213c3c-5e8a-4359-abfd-1800fd8532fc,64e39dc9-c240-4195-b08e-c32917f62d14,00a3c711-023c-4d85-89d2-ce2d469107a2,2,85809.57,21452.39,fh8awjy1r94g,2024-03-14T04:02:16.000000,COD,True
a1f64554-abcf-4ae4-acde-7dd00e64e500,64e39dc9-c240-4195-b08e-c32917f62d14,0c574cc0-f7b5-4da0-aaa0-6be742dec6cd,2,3562.9,187.52,djp1rvzs4or,2025-11-24T06:58:27.000000,Card,True
35a5b5ac-2ebd-44bc-ae99-fb5ee47ce581,06d477a5-9b98-478c-9314-077bfec82190,24b2a7fb-1e09-4699-8521-c9b92276e74f,1,1367.57,0.0,62uon95az5,2022-09-01T08:01:53.000000,Wallet,True
70ff6367-a895-401d-9d8a-55ff45531a81,06d477a5-9b98-478c-9314-077bfec82190,36bbe2bc-b79f-4fbd-9906-4b45245e0183,2,2997.0,0.0,yp4ml3s8ycl,2023-06-26T20:55:24.000000,Card,False
4e62ea32-d891-40d5-8b50-5d5a4de84283,06d477a5-9b98-478c-9314-077bfec82190,702d88d2-449c-4ed9-ab9d-25d61ce2fff8,2,2719.28,0.0,hcoejowz,2025-12-04T12:50:41.000000,Wallet,False
e9496d90-475c-4f21-b997-0cf2da7e4ed2,a9aad110-c587-43e9-b25b-3087270f72d2,24447b70-f64e-4c1d-9cc1-8be96d54f3a0,2,53380.92,9420.16,g7c4iuxcm0,2024-03-23T10:01:50.000000,UPI,True
cebee469-f3ed-429b-9717-6ae0e60b6a51,a9aad110-c587-43e9-b25b-3087270f72d2,5f03889a-7d5c-4f17-ae3d-4dd8b2cbf885,1,280.3,0.0,t63ujqlh,2023-02-06T13:02:55.000000,UPI,False
ae82e686-69af-4f68-a6a5-2195a4e2cfe0,a9aad110-c587-43e9-b25b-3087270f72d2,e2d70a84-6fda-4890-a988-3c37f974870e,2,2167.62,382.52,470zxo1kz9n,2024-02-17T12:19:38.000000,UPI,True
edb1b052-9608-4552-aa34-490dc42f1772,a9aad110-c587-43e9-b25b-3087270f72d2,702d88d2-449c-4ed9-ab9d-25d61ce2fff8,1,1359.64,0.0,i3cvsanvr0,2022-11-17T07:24:57.000000,Wallet,False
ab800b3d-653f-4e43-8d18-56c5564ee8a6,a9aad110-c587-43e9-b25b-3087270f72d2,c4cac175-2e4f-4288-b595-60fbf40c8564,2,3908.69,689.77,ga8jzql37ds,2024-09-25T06:11:33.000000,Card,True
dd457bd7-0d8e-4fdb-a2d0-799ec5188e36,e81b06f8-71b9-4095-a358-bd3c540a8324,f7190ead-2cee-4678-8787-3a49b3a8cce4,3,1788.05,447.01,9odmp0j3,2021-09-14T01:07:28.000000,Card,True
af2f365b-3555-4f94-abb2-3d374214a085,83dfb379-7d71-4788-968d-d07f320c230c,58b3a365-5448-4866-8518-229ca065c645,3,2697.27,0.0,jze6fg052,2026-01-10T12:13:17.000000,COD,False
84bb340d-c89c-4011-819f-1d231acfa4ac,2d9f1fbd-5611-4329-a85e-efcfc379cf65,7c31c7ba-3814-4fb8-927b-8d0b3d69da7d,2,4764.38,529.38,d1s2prp68ux,2026-04-21T16:48:13.000000,Wallet,True
7b98d646-2126-4c51-963b-84b51a7fa5f8,2d9f1fbd-5611-4329-a85e-efcfc379cf65,71b098f3-af00-4b5f-a71c-2fd61c801948,1,1245.1,311.27,xa08im8uv,2026-08-12T22:27:35.000000,Wallet,True
022bda43-7a70-4812-9e27-640af03e4de3,2d9f1fbd-5611-4329-a85e-efcfc379cf65,09af1a2c-c18c-46ba-aee6-6fa64f91da88,3,2617.26,0.0,i6a7vk6ntjt,2021-11-07T12:30:33.000000,COD,False
cc33b03d-b000-432a-91cd-8cfa9d090cc2,08ac58b5-e508-4561-81b6-b6c1060db97a,a1d47f25-10e9-425d-965b-cff1f0a47e85,3,2023.06,505.76,kiku9tsb6,2024-12-19T09:21:14.000000,UPI,True
bd302d60-99e9-4b7e-b93f-b3f217b33d22,276e0113-f876-4048-b258-da51142c7c3b,e6b839a9-fa91-4e2a-bd7a-ffeb08348300,1,592.39,0.0,la4t7gu5e,2023-09-21T21:35:18.000000,Card,False
6f8dc4eb-5bda-4347-8019-1a6b80be9fba,276e0113-f876-4048-b258-da51142c7c3b,41c837ee-dfdb-4f7c-8658-c35524333e7b,3,4866.63,0.0,vliwa695hldr,2025-03-05T01:42:20.000000,Card,False
9781ee3f-f0ac-4df9-9afc-735a2a3c6126,7dbd8c75-ce34-4b1d-8364-772814255f0f,836c8eae-e067-4e80-91c3-747aac7ef601,3,7205.38,800.6,70c6cvik0r,2023-03-21T05:08:37.000000,Card,True
e70e28c1-c7d4-404a-a34f-a6590b5a2fe8,7dbd8c75-ce34-4b1d-8364-772814255f0f,b21da6bf-b117-4c65-a996-3394f6571376,2,133425.28,7022.38,tkdj73ix7,2023-07-30T07:30:20.000000,COD,True
b520f79a-5a78-41e3-905c-a2eeadb42352,7dbd8c75-ce34-4b1d-8364-772814255f0f,6dbb2601-7013-496a-b43b-15cd5e25f08b,2,728.2,128.5,heu5bbfho,2022-01-29T16:52:19.000000,UPI,True
d84031f0-9024-40a0-b90a-1469b75474f4,7dbd8c75-ce34-4b1d-8364-772814255f0f,6f253484-7238-45f3-b14b-c027095242aa,2,613.56,0.0,1jp5lxl459,2023-10-19T00:44:03.000000,COD,False
4f5c9516-f215-46b5-a5ae-db3a19ea34ae,7dbd8c75-ce34-4b1d-8364-772814255f0f,6739bb22-0aa1-40f5-a744-022d1ef1e60e,3,5776.17,0.0,qifcxvwi,2025-04-11T02:31:50.000000,UPI,False
4e68a520-0641-49f6-afcf-6b988e40b640,62a6f021-002d-4b2b-977d-21a68a82922b,bf2a8eba-cc36-40e9-a5c2-c79ea7231c0c,2,6572.8,0.0,fzdjkweqel,2026-04-17T09:40:02.000000,Card,False
118a6ab6-b825-4153-a1ea-5fd04c6508bc,62a6f021-002d-4b2b-977d-21a68a82922b,1ac45684-b9ac-4390-8ce2-3bb6f6ba4241,3,2714.94,142.89,6n72ugrnfq5e,2026-08-24T03:26:03.000000,UPI,True
e65a939a-ecb6-4d4f-b578-6cb5c3c16d3c,325b3b1f-1619-4627-83b0-ba3b5b07f952,8390be89-abde-48de-afba-2c444fd5eedf,2,4830.75,536.75,x9jt3jt2l,2025-02-24T12:17:30.000000,COD,True
6284c4cf-19b2-42e7-b302-7e4020f85230,74039fcf-4813-4a81-9af0-36ff2ae0c9d9,8049d828-e9dd-49d0-8548-f988d0b04acf,2,590.76,0.0,aan6whffv,2025-05-20T19:28:32.000000,COD,False
91d285db-6ece-47ae-acae-1152d6d96639,74039fcf-4813-4a81-9af0-36ff2ae0c9d9,8097f01f-d432-45af-9e66-d5ccfd2bc5ba,1,2158.2,0.0,42cb2whov,2025-01-03T04:58:05.000000,UPI,True
2785aa19-29d7-4bb3-bf30-25b20b94c9fd,fb9dc6f4-ac71-4940-bbff-b832fd1aaebc,440abbcf-2a0d-483c-983f-bb87f59da32a,1,1016.06,254.02,2u9d47vu58b2,2024-02-05T10:32:33.000000,Wallet,True
c323ba87-3e47-444c-a66e-4bee7d892b90,e3f34436-d2bb-4f93-bd08-b39b6c588022,f8c22b17-bc73-4a35-abf7-7cf1728b801c,2,2083.89,367.75,yo729cc79xl6,2023-06-05T05:25:02.000000,Wallet,True
2fc52931-b1fb-40d3-9860-d585452c4e39,e3f34436-d2bb-4f93-bd08-b39b6c588022,db4d38d8-da76-45df-a223-5dd2258e431a,3,6986.94,0.0,7u86z3l5ua7q,2025-08-04T17:51:22.000000,COD,False
2ec0a1ba-68e1-425c-9ebd-ce33f71d8d6d,e3f34436-d2bb-4f93-bd08-b39b6c588022,65bcbec2-d2c5-41df-8bdc-557d5b499702,1,979.27,51.54,03oije4v,2024-06-02T01:18:06.000000,Card,True
ef8b76b5-2b46-42a0-88a2-ef4a71a8e143,e3f34436-d2bb-4f93-bd08-b39b6c588022,8390be89-abde-48de-afba-2c444fd5eedf,1,2549.56,134.19,uitlchxl7p,2026-05-12T07:03:04.000000,Card,True
b2d7716b-c859-4704-b05c-10bb1466b18a,e3f34436-d2bb-4f93-bd08-b39b6c588022,443f9d62-de42-418f-a8ed-a27d8ac7b1d6,1,1240.83,218.97,tzlf32u9zs,2024-09-12T17:30:20.000000,Wallet,True
5ec326ca-864c-4967-957f-ce81b4c0cd80,628fe2a8-4062-49dc-bb7a-4723e48d2c8b,d857c8df-976f-45c3-9daf-4f5c7942eda9,2,2720.32,0.0,ycs60fq7ex0i,2025-04-28T07:30:05.000000,UPI,False
e244b0d6-2c90-4c57-9c4e-1ccd4352701e,628fe2a8-4062-49dc-bb7a-4723e48d2c8b,481e54b7-6d4f-4f98-8884-52eeb5094235,2,3595.04,0.0,fw4wwgg3oui,2022-12-10T10:26:34.000000,UPI,False
32030834-967e-4dfb-94f2-0a8b339a7140,628fe2a8-4062-49dc-bb7a-4723e48d2c8b,34608b38-f08f-47c8-86ef-70c3b21847bf,1,72826.54,0.0,4pgrot8ppkt4,2024-04-04T22:12:00.000000,UPI,False
780a6d46-7e2d-4557-8dcb-b1d83702d77d,628fe2a8-4062-49dc-bb7a-4723e48d2c8b,bf2a8eba-cc36-40e9-a5c2-c79ea7231c0c,1,3286.4,0.0,ofxhbo2imhbf,2023-04-09T01:53:13.000000,Card,False
c4450295-d6ec-42b3-a0b8-8d47e5722c93,38b0e0ad-55f1-49f1-a983-9064b768f388,8097f01f-d432-45af-9e66-d5ccfd2bc5ba,1,1726.56,431.64,deg3xtohp8,2024-12-22T01:51:45.000000,Card,True
814e3f58-0a63-4b53-9188-7e49b3b4531e,006e6d14-8378-4ca5-84a9-460db725d51e,df82f312-f369-426b-8771-077d5d812c42,1,14271.21,0.0,ljj7red5syt,2022-08-08T05:38:40.000000,COD,False
a4bd7c39-3888-4a45-a959-ae493f3e93dc,006e6d14-8378-4ca5-84a9-460db725d51e,aaf74c9c-306a-4e12-a320-81f5f6921883,2,4848.86,0.0,ansc2uipf,2024-06-27T12:36:07.000000,COD,True
e58599cc-cedf-4afb-ba9d-5828b3a23d71,00a952a8-292b-4dca-8e1d-766b20290b70,21e21426-9444-4ae5-adc7-a91138fcdcf7,1,2172.23,114.33,btj7x9ia0e8,2022-11-30T11:33:10.000000,Card,True
22ba029f-a0b1-4527-be70-bf5ec657ec7d,00a952a8-292b-4dca-8e1d-766b20290b70,9f306c3e-12a4-4590-9737-489d129bd6af,3,874.01,154.24,lkqebtlwl3,2023-06-20T23:24:41.000000,UPI,True
da53afbc-726b-4b7f-b89e-4ecc3fd918e5,00a952a8-292b-4dca-8e1d-766b20290b70,e6b839a9-fa91-4e2a-bd7a-ffeb08348300,2,1125.54,59.24,gfnjqopl1766,2024-12-29T15:48:39.000000,UPI,True
522b4eaf-40b6-4aa3-b83c-7768e3bed3a3,2627d585-be47-46e9-a08c-bdac25e45eea,90a9f79b-f0a0-4aee-8c08-e0a51d3f182a,1,466.03,0.0,004uedxhi6,2024-01-29T13:21:15.000000,COD,False
1e368f4d-cec7-472a-9786-f42b95e664f9,2627d585-be47-46e9-a08c-bdac25e45eea,db4d38d8-da76-45df-a223-5dd2258e431a,2,3726.37,931.59,tds98fok,2025-01-29T08:22:20.000000,COD,True
e74968f9-7030-47b3-ad85-f80127576b4e,2627d585-be47-46e9-a08c-bdac25e45eea,afa4434e-d6c3-48ad-aa7c-29b3973a5ed4,1,301.65,75.41,3tcl02fout,2023-05-18T09:14:22.000000,Wallet,True
b38d3acf-cec8-42c7-99dd-569993f29fb2,2627d585-be47-46e9-a08c-bdac25e45eea,440abbcf-2a0d-483c-983f-bb87f59da32a,2,2540.16,0.0,2toj14za,2026-03-23T21:51:15.000000,UPI,True
117021e0-820f-4915-bb2b-698ac8eb8a79,2627d585-be47-46e9-a08c-bdac25e45eea,50c2567e-4006-484a-a113-30676c47e9c8,3,2355.18,415.62,yq0uip3szl4,2021-10-29T06:42:30.000000,COD,True
30307b06-8101-4782-a6e1-f18c46113d8d,0911dabd-7143-4e49-a137-021b28bbb852,36bbe2bc-b79f-4fbd-9906-4b45245e0183,1,1273.72,224.78,lrljs5k4pw5,2023-02-07T03:40:33.000000,UPI,True
44fe362f-56e7-4fed-94b2-3b4517f3ba5f,0911dabd-7143-4e49-a137-021b28bbb852,d5fab55a-32c3-4b15-9246-be6bd694bea9,2,1588.03,176.45,adjom4ofc,2021-12-10T17:59:38.000000,COD,True
46a89887-026d-4ba0-8336-26ef9fa95609,0911dabd-7143-4e49-a137-021b28bbb852,4d2b6e08-4062-4567-8c1b-e393cd03fe5f,1,1394.01,0.0,i4rwmgdz,2022-06-04T22:38:48.000000,UPI,False
8b9a1c50-be80-4a30-8f19-7b52d455a236,0911dabd-7143-4e49-a137-021b28bbb852,0facd474-b988-405c-8ef5-dafe0506268d,1,715.91,126.34,fpo7w3jdvu,2025-08-26T17:30:47.000000,UPI,True
