id,order_id,is_fraud,fraud_type
f77f8edb-9325-4801-a8f7-80211c205664,a23782b0-1edf-4f18-850d-60b50e0abff1,true,coupon_abuse
7ecaad3d-af09-4295-9fc6-db323023cf57,0e594426-065a-4e9d-8af5-958c7824fdea,false,none
8dc66b89-024f-49ef-adc2-783e84820533,5fd7017c-a133-497b-a288-8d04ccbf2138,true,fake_account
17fa90ee-f4e4-4843-bd0a-416374c2e170,4ccf11b7-1805-4a13-87b8-10af44fb9b68,false,none
795cafaa-8f61-470f-8d1b-c215242e92c7,39dec18a-9cb2-456b-814e-d24b8b308308,false,none
8fca9855-3b3a-4d4e-b2d7-9c68b677c220,5cd2b45d-102a-435f-b61d-3a5416433ccd,false,bot_purchase
a32bc4d4-7b1a-49f4-bce8-b03de3e79e06,547b9d56-8392-486b-8776-48fda21930cf,false,coupon_abuse
f3183e3e-398a-4840-9f6b-eff4aeb5c43e,e2a69eed-5ae6-4d19-8e5a-ba2e27736f45,true,fake_account
83cec7f2-84d7-4a74-82d5-bd70c8020030,dc401a98-36e9-42f8-95f3-7ff25f6594f9,true,coupon_abuse
38fe74a7-da20-43f3-b191-3634d4f0afbf,c5ef85f6-3e47-40d6-a48e-5cac297c0b2e,false,fake_account
7c541ba3-2aba-4191-854c-0b5ceded0588,3d3e3b45-4dc4-4f69-81d2-761dbc2329bf,true,coupon_abuse
4de0005a-9485-4f4e-9d24-532c5676fa7a,4ec2202d-bce9-461c-875e-9d6fb7a5a815,true,coupon_abuse
4d46eda7-e40b-478c-a578-4ce077d2b7cc,4643703d-576d-4aa3-be11-4a4e5f944339,true,fake_account
5213df0c-065d-4038-9bb9-fa45358a5529,5b2c4d5c-7610-4505-b6a9-b0254f911b0d,false,none
255aed9d-1b68-4cab-82c5-42e21422e082,8407d307-6075-4f8d-94b5-f4df45f14705,false,bot_purchase
f8c1c66e-e2e7-4e79-9f27-d2420b7a81c3,44578e79-18cd-4e3a-a7bd-9640c7e96d3e,true,none
c5f49583-11ca-456d-b637-2d264a4dab70,ef8c8c26-2c67-45c4-a93a-c2a9527c8361,false,fake_account
a3d97af0-eb63-4cf9-bc5e-2b1c78da92e2,bd16f99b-5366-4667-9fc3-eaef42fc291e,true,bot_purchase
6e77c07d-81fc-42b6-a6ec-082db6b17044,6ec54f4b-e63e-427f-ad76-38f7f0bb5ffd,true,fake_account
b3dbd170-3db6-488e-8209-48bc8261d4b6,85cfb68e-5690-44d5-b05a-68be347259c6,false,bot_purchase
d900059d-829f-421d-8407-84a4657cce6b,75d8e00e-eb0b-4494-b3ab-f124fc6c16e2,false,none
b50dccf2-e5c5-4982-b811-764049ee7dae,75d8e00e-eb0b-4494-b3ab-f124fc6c16e2,false,none
1f8b15f9-7ad5-4eeb-b2f7-863beae7101d,5b7407eb-8c24-46fe-856c-233dcb612c3d,false,bot_purchase
4d94db56-3ab4-4029-b54d-d9f4edcedd30,8835e66d-fe4d-4d14-abb2-cf30d634eb6a,true,fake_account
38289771-a43c-4b05-9944-6b64f351b15b,24e83a18-99f4-46c2-b560-fcfa9457ec9d,true,none
2c2d3900-bd57-4810-94ba-0fa562ce22a0,cf8db591-ba51-4a53-889b-d47de0decc1a,false,coupon_abuse
fa0ccb21-a940-46e1-8885-dca10ad31586,b923b132-c472-4810-a401-c626bd43c821,true,none
29da6ed6-2532-48f5-b8ff-6073d0ec339a,c64c7d18-f411-40da-a8f9-ae23b223a9ac,false,fake_account
ae131fac-1422-482d-ac56-309272e3c55d,3a9d0925-a92c-46c5-9210-450862eee2d1,false,bot_purchase
d77adf10-e3e0-40e0-ba5e-254f6729bd7c,468f0f63-5922-4151-8780-5b46ec1990b8,false,none
d88486e9-f4b6-4672-a0ce-3a601e5f9010,8aa3511a-c791-4722-8c33-c92f12dfe660,false,none
d7d89cec-49c1-469e-bf62-93437e0cea34,d37423a4-af8d-4b95-8596-8cd3f0a31bba,false,fake_account
dfba664e-6b4f-4b2a-93a1-d54c5c77a763,02899c72-4606-4161-89b3-72b57d83ee31,false,none
5c68b66e-336e-44d3-bcef-c466fbe0cf44,7129cf7d-6783-49e0-8764-6bec72f5d514,false,coupon_abuse
d614ae67-837c-41e2-b580-ccb1d2b324ec,442353dc-ee8c-49ce-905c-2d7bf61ce45d,false,fake_account
e748cdef-fe79-4c19-849c-593c4f197c62,64ec2f6b-a8b1-4867-8836-20cdecdd6aee,true,coupon_abuse
68211ca7-3ce7-4d11-a14c-add4e4fd8241,69b112ee-405c-4e87-bf1b-60b529fa17a7,true,coupon_abuse
18d1beff-3f8d-49a1-b8a3-4338005804f2,399ee6f9-33d5-4a79-beb6-95bf600bfa9d,false,coupon_abuse
e2ac5d1b-adf3-4743-b7bf-58fa98158324,c66a954b-e6c7-40db-9250-90c09b9c5af9,false,bot_purchase
678bd658-9d10-41af-bc45-7b488794cacd,deac3878-747a-4456-baff-cd4a4858caa7,true,coupon_abuse
1e83a945-6baa-45bb-a85f-528b95493ec6,86b59c84-a78e-4c86-813f-e4c37684d17c,true,fake_account
619c8163-1830-4e85-8973-42bd9f9bfcaa,fa5f5230-fdb9-47ba-bc3b-7bf324f76d8e,true,fake_account
19b1e4df-2246-40a3-a330-e0688c4312b6,2042efad-3643-4113-aa7b-2ba60437fea3,true,fake_account
290b0cd7-0afb-48c9-8877-74c294455bc9,1af627e4-f620-499a-9411-f75859a73d55,true,bot_purchase
50802cac-0681-47fd-a02c-4549a0446659,7b0cfbdc-22a1-436e-b996-8faf214a27a4,false,none
0182abfd-f112-4d1a-8bbf-e5667a329bd5,87bdace5-d05b-42df-a378-244f4e9915fe,true,coupon_abuse
5cf87432-9b61-448d-91df-ccb91afe20e1,9e3eaf02-d03d-495a-9aa0-e93a6263128b,false,bot_purchase
05d49318-599f-43ec-a6c7-7bbcd43f2709,dfc8aff8-ce2f-4b1c-91d9-0564b179287e,false,fake_account
a9f026cf-2b72-4a50-987d-1cb6a4195235,32da7cd4-09b9-4f90-acc4-1677782d037b,true,fake_account
6abe869b-4f17-4e8b-8847-23822bd3d444,42052b01-d2f5-4ddd-8287-479620f27403,true,coupon_abuse
9ad62776-cbcd-4d12-b0e5-792982551707,3a07d3ad-cf63-47e3-97bb-c01b4281d32c,true,fake_account
8054504b-cc26-4f6d-8090-48629abc7ed9,6183b09d-3092-4014-bfa0-a616a1eaec0c,false,fake_account
d6ec6bd7-d9e4-4cbb-9873-7b24766d0a34,936d9acc-8643-4e49-bf64-89bd6f92d23b,false,coupon_abuse
a9d0d615-de6e-4525-939f-2970e8efad26,71cb78af-dcc7-497f-a92b-b9dce48302e6,false,fake_account
639185a6-ea80-46c0-8e51-0aec158bcd84,51023552-d263-46df-8107-9c9303d6aeb1,true,fake_account
a2b5ac30-01c3-48fc-b367-ca7a6ce34e10,604ce00a-3af1-4a2f-a4bd-6c1d4d5584c7,true,bot_purchase
5a2729f2-7c37-4b42-ac38-61800c91ad8c,37dc54ac-9de7-4d6d-81fe-d330bde04952,true,fake_account
bea946d1-def5-4ea0-b802-0ad2a28a7cbb,9ff4776e-7f59-49b6-bbcf-da134437fa89,true,fake_account
3d27886d-461a-4884-b32d-f8d9bf6dc586,66277202-631a-4577-bf05-c751c7aa2769,true,coupon_abuse
c19c83b9-ee28-4a56-a3b6-c161a13169a9,840d5c1a-9b7c-4550-8272-93676c5caf1c,false,fake_account
84e6004a-d109-42ab-a3a9-884167d79ddc,ead19997-23ac-4ecf-87b6-0bc6fd24e91a,true,none
85565117-d274-42c7-8c06-acd73d88c298,fa61331e-7774-4f09-bb84-d12d12831be1,false,fake_account
3e89c4ac-e156-4d64-8f9c-947e6344d099,c36c2657-2b15-4a7a-8867-154e31b2e234,true,bot_purchase
476ee2a4-998a-4a7c-ae49-5824046a9c11,40d3a922-0ebc-4c10-90b1-5bd34d36684d,true,coupon_abuse
ab9a3666-ff51-4754-9cdb-5858b3612b6e,d902fc9f-c6a5-4661-92bd-335c1a9344e2,true,none
4816f984-c403-4493-802e-6cff77c84b7d,2bdf6d9d-938a-4860-a9bb-dcc9bd4b2d0b,true,none
384252f5-0c2e-4510-8ebb-de43f8647f53,bcc466ce-f9a1-4bd6-a3be-31ea45c6701b,false,bot_purchase
14616029-4b2a-47e2-9154-9c260ac7ffd4,16c97daa-c417-4169-a4ba-7893084a7ca7,false,fake_account
59b66dab-0158-4205-99d9-aeb49e0b496f,bc7e069a-a9d6-4ce0-ac69-8ceb9c3a26ed,true,none
cc913484-7b38-498f-890b-f95f87063217,38ea89ab-29e5-4ef0-b90f-f15defff8c71,true,fake_account
6ce38906-630e-4a25-8834-73fa8e233172,6b426254-610d-477e-86a8-22222ce88d20,false,bot_purchase
e1211136-f2c0-43d9-9076-32e15df785df,b7fcf2df-ccef-46db-945d-9d16f236135d,false,fake_account
39d28469-c1f5-454d-803e-c0c970813353,142a2356-af42-46d6-9175-2231a76a723e,false,fake_account
7beafd41-6a41-4875-838e-30a2591009e6,aec3d52d-0669-41be-b010-7890588ced12,false,none
e95bd809-9ec7-43fd-bb82-640669051af7,9ba429e4-70c4-41fc-a8e0-9d0e75dc34e0,true,coupon_abuse
0fbfbfea-e54a-4458-9abe-366a290505f7,bef4e4ae-3beb-45af-a94b-f3b3f54eb8b9,true,none
48ac538e-dde9-4d39-a976-d0bb4f2276f5,fff69572-e4eb-4545-be37-60b33a7c95ba,true,fake_account
5ae96a1b-df73-4a20-a07f-75e79c2a24f4,b3a9c5ee-aab0-4e4f-8026-37c56b62541b,false,coupon_abuse
49e600f9-f87f-4402-8fcd-5a0864b76481,a9ac3684-97e6-48ba-a215-a70238511565,true,fake_account
278f80b7-60b6-4c09-bbf9-76acbbd7b00f,57cb5c15-398b-4830-bfc0-e86ac4c8e6bd,false,coupon_abuse
06a2c32b-60fe-4276-ae43-0aaee32f7a76,302c0b9e-1f82-4cf7-bc11-ab62b567dd1e,true,coupon_abuse
4ac20973-918e-4292-a374-542bba899e3f,446609f8-6a83-4239-8ec9-ac4b40ae9938,true,fake_account
6d64cdd9-c1ea-49f7-b6cd-4f0adcbfe9bb,a41952c8-4578-4b38-8ad6-c4737bd58236,false,none
f1566c62-b0e8-4d29-aaa7-f9b9f2d7150a,7002ae1d-77ab-4da2-a76a-2cf5652a635e,true,fake_account
43d4d62b-d38e-4356-aecd-c0e4e3362563,dbad5a0d-342e-4781-acc2-d56c92ba4253,false,coupon_abuse
1d05aab3-c70b-409c-9761-3de9172e713a,6a10112b-c3a5-412a-b595-fa67afc140fc,false,bot_purchase
2c67e2b9-dc22-433f-8e44-8ef05bd12dc7,93ded912-7d0c-4fa4-87f7-5cc4ef1ce215,false,fake_account
2984384f-6470-47ef-a9d7-9c27f24b4fae,4615b5b3-b027-4817-9c1c-a64ea2515b1c,true,coupon_abuse
ad859ea9-1133-4bde-9fb7-453bbc7997ba,b8961c44-0827-4483-b0ed-45940f0a7b74,true,bot_purchase
3bb5c378-ea8a-4566-8e53-69b8619d9232,261e64f5-fe75-4722-9cf1-fcd84ff2a177,false,coupon_abuse
153f2dcc-8deb-430b-93c5-7e9fb4240104,c0fd6e3f-33c7-4114-bd1e-91629424533e,true,none
0764f313-0822-4bef-a67d-1654bcd052b7,d93bf278-dd72-4fdb-b114-10e84b81e22f,false,none
4df05fd9-a837-4c6d-98f9-f7d0ccadc9fa,d5d1fd87-7bd2-4aa1-8c84-ad0bc4bd8d98,true,none
ca21a064-ec0e-4a39-b27f-5679f9e2698b,acf3cc54-f52d-454d-9487-20da60178b02,true,coupon_abuse
8f1ea1d0-c87e-4e53-b491-019d2759cc33,aa5665ce-cbbb-45e7-b06e-9ef7279ce472,false,fake_account
353c78c8-8760-4090-9e7b-534cb2df7f02,73f7b13d-a45e-4f54-9c7c-37712e21d942,true,coupon_abuse
73b04611-b9b7-48ac-b9e7-377c54506c4a,4cb4b0b2-8618-4b15-8234-88f8bb7f6955,false,bot_purchase
eaf118e8-3d54-4774-a269-5a1d60364984,8948aaa0-6ea2-414e-8eea-7db114ded6b5,true,none
1a41d108-4835-43a0-a1d4-ec337a5cf0eb,8937daef-b1d6-4b4c-938e-d375ce6a2d91,true,coupon_abuse
4fc4d220-74ac-44cd-b5d6-e293bb864967,7759c692-a1ce-4202-8483-2d142882c5c2,false,fake_account
8c218963-f7ef-40f7-a0ac-3b8c51aaf595,41f4235a-506b-40e2-b046-9f9febd54ef7,true,coupon_abuse
a943322d-db40-4623-b12b-360b76290270,379e2de3-cf41-4cb8-a226-1edf9059422c,true,bot_purchase
66faae75-fc50-40a2-9809-c2c1b9343883,4cb4b0b2-8618-4b15-8234-88f8bb7f6955,true,fake_account
e2467598-afe6-4468-8c2c-50c204db7039,f194f3dc-f754-4bf2-aef6-58575d16aad6,false,none
0892bccb-423d-4f6e-9659-91a773d01681,3f9c3f70-97e9-442e-a865-b8da6ab2f048,true,none
c25499ae-944d-4f3e-9ab4-9973b81359f9,ce0c8de1-bebb-4049-8ec5-83c883806a51,false,bot_purchase
ca9d96da-cf71-4b36-90dc-cdf0681a169f,fa9aa3d6-dbf7-4378-9610-679174b2a9ad,true,none
1abd785b-a55b-4f1a-add9-06a414c79528,a3dfb2e9-8e7e-483c-806b-e5fe425e2fdb,false,fake_account
4cf1b7a2-61a1-4ccc-9227-4626cbd231d9,f14523a5-d657-4a3a-b786-212871ce654c,true,none
97a86e6e-31a6-4771-9900-dff7c5637076,6bc7ac58-8e88-4f84-9abf-b16896eb50e8,true,bot_purchase
fc9925e9-285c-4e40-9727-b2636a347624,97fd075e-4958-4ee3-80ef-4844af6b3b5e,false,bot_purchase
24905126-6a34-4f12-879b-95e407181dbe,604af3bb-b4ef-44df-a40b-1b9f0d7bea38,false,bot_purchase
557828fc-7c5f-41d4-8b40-e2b4d676dbd7,689a4e50-3f49-47eb-a3bf-f0abe1895769,false,none
b6922ee5-7611-4711-833c-d101b8f1f953,f14523a5-d657-4a3a-b786-212871ce654c,true,fake_account
2c8c9361-0b65-49cd-a5ef-6738cfdad146,29e4d78e-9fab-42d4-bb13-c5d339a2f40b,false,bot_purchase
aa41fd43-c5ba-4c37-a1e4-9c971867a9c9,d6988de2-4d3f-4477-a3b0-f194f8019e4b,false,fake_account
7f6570f7-e97f-4f51-a554-30c1e49c91fa,43b9c32f-8397-4234-a1d0-d3c006aa5705,false,bot_purchase
7af9e794-d976-4c9f-91c6-73e12e354380,fae7fd47-d659-4224-996c-7c82354c08b2,true,bot_purchase
7cd91247-14e7-4d0e-b6fe-884d960359ec,87693099-8a21-43b2-a4ca-2c08b398559a,true,fake_account
8b720a8c-e04b-4318-963f-00da46335c8c,396c1278-e810-47c9-95bc-8cfe0e2724c7,true,coupon_abuse
b2e37b15-611a-47c1-82a3-3be898380177,338b0cef-f2a5-456d-b927-23c26cbcadc7,false,none
769bdc6e-6b58-46e3-bb31-f93a64a07d3a,788e739e-9dbc-4d9f-99a7-0826f41ef5f6,true,none
b7d10362-01b2-4f85-9678-d44307af51ed,f9baf24d-21ae-47da-8288-c8f80dd0d536,false,coupon_abuse
1a447ecd-ca47-4098-8140-90d963986e3c,7c3c9af5-cf3b-4a49-8d69-86dbd38c1b10,false,coupon_abuse
c63e4df6-1e4a-432d-babb-59a7266a7981,4120a0ef-7611-4a5b-8430-d3b6253362af,true,fake_account
0782692f-b5c5-4156-a64c-815572fa499b,2d4b39c6-c66c-4c37-9370-1dee3143c0a2,true,fake_account
934b4e46-3f43-46ae-adb9-856fc6240c38,0fb661fb-51b5-4b83-b968-3b422afe89d5,true,coupon_abuse
098bf5a8-a16e-45de-a160-ae9db9d75ea9,798ea2ce-41a7-41a9-b8d9-13a41c39e9ad,true,fake_account
d4617942-92fa-4011-b055-0b51081f11e3,33f9dcb8-5fe4-4100-9bb7-3f92f782d8a6,true,coupon_abuse
72cab3ec-bdc2-4fd0-be54-40db476e9cb4,dd0ff9a5-f78e-4a05-a5d4-c0354179b033,false,none
7dde0adb-2fe5-49e6-9590-db6c45af699b,3c0dbf6e-77b0-45e1-b9ed-bc5d0175b6b9,true,bot_purchase
46bcd03d-12d8-4da1-808d-b98922672a67,39dec18a-9cb2-456b-814e-d24b8b308308,false,coupon_abuse
5a4d5855-1367-48e7-9b4f-c55c1f23e2dc,e3e2b298-9e6d-43fb-9183-8a55f1c058e7,false,coupon_abuse
889a83a0-d281-4c0b-80fa-c1c4fe7ca779,4ec9c47a-0395-4e4f-b937-866467fc50b3,false,none
81cb0509-dd7d-47fe-b1e1-fb4869f8fb5b,41841e87-191c-436e-aabe-dfb6dbca5b35,false,bot_purchase
d7eed23f-4cc4-4da1-905a-70c8b3d37e1d,3a911b79-de0f-4d83-afa3-5968764e2d9a,true,none
64ef67ca-6df8-4abe-9b12-0b3c108a077f,d291f575-5d1c-4b9b-8d08-a025879c4fa3,false,fake_account
